   0.20000000 -73.88683770
   0.29655172 -85.81465440
   0.39310345 -91.47687306
   0.48965517 -94.65667259
   0.58620690 -96.58587709
   0.68275862 -97.80607958
   0.77931034 -98.59789302
   0.87586207 -99.12009090
   0.97241379 -99.46782736
   1.06896552 -99.70048762
   1.16551724 -99.85611778
   1.26206897 -99.95953943
   1.35862069 -100.02721498
   1.45517241 -100.07023679
   1.55172414 -100.09617611
   1.64827586 -100.11024704
   1.74482759 -100.11606410
   1.84137931 -100.11615111
   1.93793103 -100.11228783
   2.03448276 -100.10574463
   2.13103448 -100.09743917
   2.22758621 -100.08804023
   2.32413793 -100.07803715
   2.42068966 -100.06778781
   2.51724138 -100.05755307
   2.61379310 -100.04752231
   2.71034483 -100.03783251
   2.80689655 -100.02858229
   2.90344828 -100.01984188
   3.00000000 -100.01165992
