1.520330389428400097e-01 7.779074499999999448e-01
2.040666429289400285e-01 -2.422086999999999851e-02
2.561002363314999752e-01 -4.634799499999999739e-01
3.081338456093700162e-01 -7.261215800000000442e-01
3.601674495954700350e-01 -8.912110600000000549e-01
4.122010535815699983e-01 -9.978938600000000214e-01
4.642346575676699616e-01 -1.067613979999999962e+00
5.162682615537700359e-01 -1.112979420000000053e+00
5.683018602481000325e-01 -1.141814960000000045e+00
6.203354642342000513e-01 -1.159191609999999928e+00
6.723690682202999591e-01 -1.168509290000000034e+00
7.244026722063999779e-01 -1.172108060000000007e+00
7.764362761924999967e-01 -1.171632390000000079e+00
8.284698854703700377e-01 -1.168257840000000103e+00
8.805034788729300121e-01 -1.162836999999999898e+00
9.325370828590300309e-01 -1.155995920000000066e+00
9.845706868451299387e-01 -1.148199600000000098e+00
1.036604290831230069e+00 -1.139797069999999968e+00
1.088637900109099999e+00 -1.131052830000000009e+00
1.140671504095200017e+00 -1.122169039999999951e+00
1.192705097497759992e+00 -1.113301179999999890e+00
1.244738701483860011e+00 -1.104569310000000026e+00
1.296772310761730163e+00 -1.096066090000000104e+00
1.348805914747830181e+00 -1.087862660000000092e+00
1.400839518733929978e+00 -1.080012930000000093e+00
1.452873122720029997e+00 -1.072556789999999927e+00
1.504906716122589971e+00 -1.065522499999999928e+00
1.556940325400460123e+00 -1.058928590000000058e+00
1.608973929386560142e+00 -1.052785249999999895e+00
1.661007533372660161e+00 -1.047095469999999917e+00
1.713041137358759958e+00 -1.041856029999999933e+00
1.765074741344859977e+00 -1.037058299999999988e+00
1.817108340039190084e+00 -1.032689020000000069e+00
1.869141944025290103e+00 -1.028731040000000041e+00
1.921175548011390122e+00 -1.025164100000000023e+00
1.973209151997490141e+00 -1.021965519999999961e+00
2.025242755983589937e+00 -1.019110919999999920e+00
2.077276365261460089e+00 -1.016574890000000009e+00
2.129309958664019842e+00 -1.014331600000000000e+00
2.181343562650119861e+00 -1.012355349999999987e+00
2.233377166636219879e+00 -1.010620999999999992e+00
2.285410775914090031e+00 -1.009104350000000094e+00
2.337444379900190050e+00 -1.007782439999999946e+00
2.389477983886290069e+00 -1.006633740000000055e+00
2.441511577288850265e+00 -1.005638299999999985e+00
2.493545181274949840e+00 -1.004777800000000054e+00
2.545578790552819992e+00 -1.004035610000000078e+00
2.597612394538920011e+00 -1.003396699999999919e+00
2.649645998525020030e+00 -1.002847650000000090e+00
2.701679602511120049e+00 -1.002376520000000104e+00
2.753713201205449934e+00 -1.001972789999999947e+00
2.805746805191550397e+00 -1.001627199999999940e+00
2.857780409177649972e+00 -1.001331650000000018e+00
2.909814013163749991e+00 -1.001079119999999989e+00
2.961847617149850009e+00 -1.000863489999999967e+00
3.013881221135950028e+00 -1.000679480000000066e+00
3.065914819830280358e+00 -1.000522560000000061e+00
3.117948423816379933e+00 -1.000388789999999917e+00
3.169982027802479951e+00 -1.000274820000000009e+00
